id,created_at,retweets,likes,replies,quotes,user_followers,user_following,user_listed,user_tweets,has_media,url,lang,text
1374462888639746048,2021-03-23T20:47:43.000Z,97,0,0,0,584,1517,6,11295,False,,es,"RT @soniachocron: AMIGOS, POR FAVOR, AYUDA!!!

Me acabo de enterar!!

SOLEDAD BRAVO NECESITA APOYO PARA VENCER EL COVID https://t.co/5muuC6…"
1374462883694735364,2021-03-23T20:47:42.000Z,384,0,0,0,16,327,0,3173,False,,es,RT @EAristeguieta: SOLEDAD BRAVO NECESITA APOYO PARA VENCER EL COVID https://t.co/CnPpIcIIoP
1374462873242529795,2021-03-23T20:47:39.000Z,384,0,0,0,436,214,3,23285,False,,es,RT @EAristeguieta: SOLEDAD BRAVO NECESITA APOYO PARA VENCER EL COVID https://t.co/CnPpIcIIoP
1374462861703974918,2021-03-23T20:47:37.000Z,111,0,0,0,11907,1484,45,30111,False,,es,RT @cmrondon: Campaña de Enrique Bravo : SOLEDAD BRAVO NECESITA APOYO PARA VENCER EL COVID  https://t.co/wIGYhOwUxN
1374462857736155151,2021-03-23T20:47:36.000Z,0,0,0,0,22,523,0,193,False,,und,@EmmaMagarinos20 https://t.co/RgTpElxRp3
1374462845367193601,2021-03-23T20:47:33.000Z,14,0,0,0,6,61,0,2021,False,,es,RT @CaraotaDigital: Soledad Bravo en estado crítico tras contagiarse de covid-19. Ayúdanos a salvar su vida #23Mar  (+enlace a gofundme)👇🏻…
1374462844301811715,2021-03-23T20:47:33.000Z,384,0,0,0,209,704,1,5985,False,,es,RT @EAristeguieta: SOLEDAD BRAVO NECESITA APOYO PARA VENCER EL COVID https://t.co/CnPpIcIIoP
1374462843374891012,2021-03-23T20:47:32.000Z,0,0,0,0,244,376,0,14958,False,,es,SOLEDAD BRAVO NECESITA APOYO PARA VENCER EL COVID https://t.co/X4tLLODq5L
1374462832222171136,2021-03-23T20:47:30.000Z,40,0,0,0,632,2669,6,17809,False,,es,RT @MarcanoemiliaQ: SOLEDAD BRAVO NECESITA APOYO PARA VENCER EL COVID https://t.co/hGevCu9i7g
1374462828174712836,2021-03-23T20:47:29.000Z,384,0,0,0,253,65,1,81452,False,,es,RT @EAristeguieta: SOLEDAD BRAVO NECESITA APOYO PARA VENCER EL COVID https://t.co/CnPpIcIIoP
1374462827356856328,2021-03-23T20:47:28.000Z,384,0,0,0,2101,3757,6,28331,False,,es,RT @EAristeguieta: SOLEDAD BRAVO NECESITA APOYO PARA VENCER EL COVID https://t.co/CnPpIcIIoP
1374462820926906369,2021-03-23T20:47:27.000Z,2,0,0,0,1013,1608,2,21837,False,,es,"RT @Mazzeitica: Él fue mi profesor en El Peñón, Caracas, tiene Covid-19 y necesita colaboración para cubrir los gastos y tratamiento!! 
Les…"
1374462787859017729,2021-03-23T20:47:19.000Z,27,0,0,0,96,62,0,13869,False,,es,"RT @VenteDDHH: #ServicioPúblico | Soledad Bravo (@soledadbravo531) y su familia están enfrentando al Covid-19, por lo que requieren de todo…"
1374462773002833925,2021-03-23T20:47:16.000Z,541,0,0,0,339,1010,1,38109,False,,es,RT @alcaldeledezma: SOLEDAD BRAVO NECESITA APOYO PARA VENCER EL COVID https://t.co/a9OkEEmS0U
1374462764723269634,2021-03-23T20:47:14.000Z,2,0,0,0,5342,548,17,71542,False,,es,"Él fue mi profesor en El Peñón, Caracas, tiene Covid-19 y necesita colaboración para cubrir los gastos y tratamiento!! 
Les pido ayuda, una vez más!!! 🙏🏻
Gracias!!! 
#Difunde 

Ayudemos al Profesor Jose Correa! https://t.co/WYX7eGLL4F"
1374462761313308682,2021-03-23T20:47:13.000Z,30,0,0,0,95,375,0,1443,False,,es,RT @JoseAGuerra: SOLEDAD BRAVO NECESITA APOYO PARA VENCER EL COVID https://t.co/dHxLtg3BWg
1374462742506082306,2021-03-23T20:47:08.000Z,384,0,0,0,809,1679,6,24578,False,,es,RT @EAristeguieta: SOLEDAD BRAVO NECESITA APOYO PARA VENCER EL COVID https://t.co/CnPpIcIIoP
1374462740241154053,2021-03-23T20:47:08.000Z,8,0,0,0,118,624,0,1065,False,,en,RT @MariaBartiromo: The Eric Spinato Family The world lost a wonderful person to Covid this past weekend. Eric was a joy to everyone who kn…
1374462732582350851,2021-03-23T20:47:06.000Z,384,0,0,0,159,450,0,1792,False,,es,RT @EAristeguieta: SOLEDAD BRAVO NECESITA APOYO PARA VENCER EL COVID https://t.co/CnPpIcIIoP
1374462654274707464,2021-03-23T20:46:47.000Z,97,0,0,0,10412,10951,0,277390,False,,es,"RT @soniachocron: AMIGOS, POR FAVOR, AYUDA!!!

Me acabo de enterar!!

SOLEDAD BRAVO NECESITA APOYO PARA VENCER EL COVID https://t.co/5muuC6…"
1374462621672370182,2021-03-23T20:46:39.000Z,486,0,0,0,64,277,0,14132,False,,es,"RT @AliasMalula: La gran Soledad Bravo cayó víctima del Covid-19, su condición es delicada. La familia solicita apoyo a través de https://t…"
1374462593385992195,2021-03-23T20:46:33.000Z,113,0,0,0,559,1037,3,42408,False,,es,RT @carlosblancog: SOLEDAD BRAVO NECESITA APOYO PARA VENCER EL COVID https://t.co/aGq3wFF2Kj
1374462592509382658,2021-03-23T20:46:32.000Z,1015,0,0,0,784,2179,2,164213,False,,es,RT @OrlvndoA: Soledad Bravo necesita apoyo para vencer el COVID: https://t.co/ABrieeMBOh
1374462570661253125,2021-03-23T20:46:27.000Z,18,0,0,0,185,419,1,3887,False,,en,"RT @GARU_Sw: Hey, if anyone can help we would greatly appreciate it.

My uncle is in critical condition in the clinic due to COVID-19, he's…"
1374462569260314627,2021-03-23T20:46:27.000Z,97,0,0,0,532,2438,0,4418,False,,es,"RT @soniachocron: AMIGOS, POR FAVOR, AYUDA!!!

Me acabo de enterar!!

SOLEDAD BRAVO NECESITA APOYO PARA VENCER EL COVID https://t.co/5muuC6…"
1374462535387123713,2021-03-23T20:46:19.000Z,8,0,0,0,2616,3050,52,106237,False,,en,RT @MariaBartiromo: The Eric Spinato Family The world lost a wonderful person to Covid this past weekend. Eric was a joy to everyone who kn…
1374462534183309314,2021-03-23T20:46:19.000Z,227,0,0,0,50,669,1,1090,False,,es,RT @manriquehector: SOLEDAD BRAVO NECESITA APOYO PARA VENCER EL COVID https://t.co/8rQPxrJCaQ
1374462505716572170,2021-03-23T20:46:12.000Z,20,0,0,0,97,246,0,9389,False,,es,RT @marianac2: Mi amiga Maye y su familia necesitan de la ayuda de todos para cubrir los gastos de su papá que se encuentra hospitalizado p…
1374462504173146120,2021-03-23T20:46:11.000Z,384,0,0,0,29,172,0,1332,False,,es,RT @EAristeguieta: SOLEDAD BRAVO NECESITA APOYO PARA VENCER EL COVID https://t.co/CnPpIcIIoP
1374462497994903558,2021-03-23T20:46:10.000Z,53,0,0,0,34,97,0,53804,False,,es,"RT @El_Cooperante: 🔴 ¡Ayudemos! 🔴 La psiquiatra Lourdes Torrealba, la concejal Liris Loreto y Soledad Bravo piden colaboración para superar…"
1374462496610775047,2021-03-23T20:46:10.000Z,97,0,0,0,2163,4569,0,108961,False,,es,"RT @soniachocron: AMIGOS, POR FAVOR, AYUDA!!!

Me acabo de enterar!!

SOLEDAD BRAVO NECESITA APOYO PARA VENCER EL COVID https://t.co/5muuC6…"
1374462476167778307,2021-03-23T20:46:05.000Z,0,0,0,0,22,523,0,193,False,,und,@Raquel_Marcano https://t.co/RgTpElxRp3
1374462423843827718,2021-03-23T20:45:52.000Z,384,0,0,0,781,902,42,185237,False,,es,RT @EAristeguieta: SOLEDAD BRAVO NECESITA APOYO PARA VENCER EL COVID https://t.co/CnPpIcIIoP
1374462414008115210,2021-03-23T20:45:50.000Z,97,0,0,0,548,685,4,80123,False,,es,"RT @soniachocron: AMIGOS, POR FAVOR, AYUDA!!!

Me acabo de enterar!!

SOLEDAD BRAVO NECESITA APOYO PARA VENCER EL COVID https://t.co/5muuC6…"
1374462413848727562,2021-03-23T20:45:50.000Z,14,0,0,0,82,272,2,2218,False,,es,RT @CaraotaDigital: Soledad Bravo en estado crítico tras contagiarse de covid-19. Ayúdanos a salvar su vida #23Mar  (+enlace a gofundme)👇🏻…
1374462413844574218,2021-03-23T20:45:50.000Z,384,0,0,0,6,90,0,1882,False,,es,RT @EAristeguieta: SOLEDAD BRAVO NECESITA APOYO PARA VENCER EL COVID https://t.co/CnPpIcIIoP
1374462408882679811,2021-03-23T20:45:49.000Z,20,0,0,0,257,1013,1,22201,False,,es,RT @marianac2: Mi amiga Maye y su familia necesitan de la ayuda de todos para cubrir los gastos de su papá que se encuentra hospitalizado p…
1374462408610091016,2021-03-23T20:45:49.000Z,97,0,0,0,186,426,2,15199,False,,es,"RT @soniachocron: AMIGOS, POR FAVOR, AYUDA!!!

Me acabo de enterar!!

SOLEDAD BRAVO NECESITA APOYO PARA VENCER EL COVID https://t.co/5muuC6…"
1374462403648184327,2021-03-23T20:45:47.000Z,15,0,0,0,168,480,7,24120,False,,es,RT @CaraotaDigital: Soledad Bravo en estado crítico tras contagiarse de covid-19. Ayúdanos a salvar su vida #23Mar  (+enlace a gofundme)👇🏻…
1374462402062815248,2021-03-23T20:45:47.000Z,1015,0,0,0,3768,3696,24,94739,False,,es,RT @OrlvndoA: Soledad Bravo necesita apoyo para vencer el COVID: https://t.co/ABrieeMBOh
1374462392017375238,2021-03-23T20:45:45.000Z,30,0,0,0,988,630,2,44441,False,,es,RT @JoseAGuerra: SOLEDAD BRAVO NECESITA APOYO PARA VENCER EL COVID https://t.co/dHxLtg3BWg
1374462390117433355,2021-03-23T20:45:44.000Z,1015,0,0,0,223,554,0,58604,False,,es,RT @OrlvndoA: Soledad Bravo necesita apoyo para vencer el COVID: https://t.co/ABrieeMBOh
1374462385512087552,2021-03-23T20:45:43.000Z,384,0,0,0,538,2324,1,9391,False,,es,RT @EAristeguieta: SOLEDAD BRAVO NECESITA APOYO PARA VENCER EL COVID https://t.co/CnPpIcIIoP
1374462373075980292,2021-03-23T20:45:40.000Z,28,0,0,0,1,336,0,109,False,,en,"RT @Eloron2: My mother, a midwife, died of Covid, leaving us with a broken heart and an uncertain future.
Please help my sister and I not t…"
1374462366709018636,2021-03-23T20:45:39.000Z,384,0,0,0,156,686,0,5890,False,,es,RT @EAristeguieta: SOLEDAD BRAVO NECESITA APOYO PARA VENCER EL COVID https://t.co/CnPpIcIIoP
1374462359012405254,2021-03-23T20:45:37.000Z,1015,0,0,0,97,704,0,1173,False,,es,RT @OrlvndoA: Soledad Bravo necesita apoyo para vencer el COVID: https://t.co/ABrieeMBOh
1374462310568239106,2021-03-23T20:45:25.000Z,384,0,0,0,64,277,0,14132,False,,es,RT @EAristeguieta: SOLEDAD BRAVO NECESITA APOYO PARA VENCER EL COVID https://t.co/CnPpIcIIoP
1374462305790926851,2021-03-23T20:45:24.000Z,111,0,0,0,593,1294,1,19642,False,,es,RT @cmrondon: Campaña de Enrique Bravo : SOLEDAD BRAVO NECESITA APOYO PARA VENCER EL COVID  https://t.co/wIGYhOwUxN
1374462269854081032,2021-03-23T20:45:16.000Z,384,0,0,0,223,554,0,58604,False,,es,RT @EAristeguieta: SOLEDAD BRAVO NECESITA APOYO PARA VENCER EL COVID https://t.co/CnPpIcIIoP
1374462252544184329,2021-03-23T20:45:11.000Z,0,0,0,0,22,523,0,193,False,,und,@JALVA24 https://t.co/RgTpElxRp3
1374462241160929280,2021-03-23T20:45:09.000Z,68,0,0,0,102,154,0,1992,False,,es,RT @unaiamenabar: SOLEDAD BRAVO NECESITA APOYO PARA VENCER EL COVID https://t.co/MYBMMLSLsl
1374462229542629376,2021-03-23T20:45:06.000Z,18,0,0,0,243,197,3,29861,False,,en,"RT @GARU_Sw: Hey, if anyone can help we would greatly appreciate it.

My uncle is in critical condition in the clinic due to COVID-19, he's…"
1374462222982815751,2021-03-23T20:45:04.000Z,1015,0,0,0,1459,3226,6,25645,False,,es,RT @OrlvndoA: Soledad Bravo necesita apoyo para vencer el COVID: https://t.co/ABrieeMBOh
1374462222483693576,2021-03-23T20:45:04.000Z,0,0,0,0,49,212,0,2771,False,,en,@Nlechoppa1 https://t.co/gEAtLao9sQ If you see this PLEASE SHARE because of COVID we have to have a DOUBLE LUNG  TRANSPLANT 🫁 and it WON’T be covered 100% please do what you can by donating. We will not choose to die if we have the ABILTY to LIVE.  IF YOU SEE THIS SHARE IT PLS‼️
1374462217463025665,2021-03-23T20:45:03.000Z,384,0,0,0,449,767,0,31474,False,,es,RT @EAristeguieta: SOLEDAD BRAVO NECESITA APOYO PARA VENCER EL COVID https://t.co/CnPpIcIIoP
1374462191731048453,2021-03-23T20:44:57.000Z,28,0,0,0,5,383,0,107,False,,en,"RT @Eloron2: My mother, a midwife, died of Covid, leaving us with a broken heart and an uncertain future.
Please help my sister and I not t…"
1374462155706097671,2021-03-23T20:44:48.000Z,15,0,0,0,169,416,1,4881,False,,es,RT @CaraotaDigital: Soledad Bravo en estado crítico tras contagiarse de covid-19. Ayúdanos a salvar su vida #23Mar  (+enlace a gofundme)👇🏻…
1374462148433219592,2021-03-23T20:44:47.000Z,0,0,0,0,49,212,0,2771,False,,en,@AriBerman @RexChapman @AJentleson https://t.co/gEAtLao9sQ If you see this PLEASE SHARE because of COVID we have to have a DOUBLE LUNG  TRANSPLANT 🫁 and it WON’T be covered 100% please do what you can by donating. We will not choose to die if we have the ABILTY to LIVE.  IF YOU SEE THIS SHARE IT PLS‼️
