id,created_at,retweets,likes,replies,quotes,user_followers,user_following,user_listed,user_tweets,has_media,url,lang,text,Weekday,DayOfWeek,Hour
1374905653127430149,2021-03-25 02:07:06+00:00,0,0,0,0,263,327,3,8179,True,https://pbs.twimg.com/media/ExSlZz1WUAMzM3H.jpg,en,@Qualifyfor Modern a will not stand behind the idea of giving the second Covid vaccine dose beyond 4 weeks. https://t.co/DXd66305dt,Thursday,3,2
1374905637012787206,2021-03-25 02:07:03+00:00,0,0,0,0,235526,83,480,143770,True,https://pbs.twimg.com/media/ExSlX6PVcAABSwn.jpg,en,"Anil Deshmukh writes to CM Thackeray to probe allegations levelled against him by Param Bir Singh

Huge spike in new COVID-19 cases

- #Maharashtra: 31,855 cases
- #Mumbai: 5,185 
- #Thane: 793
- #Kalyan - #Dombivli: 881 

For latest #Mumbai city updates: https://t.co/rbTBAGLgny https://t.co/vu674r31ze",Thursday,3,2
1374905630142644225,2021-03-25 02:07:01+00:00,65,0,0,0,517,1442,1,5912,True,https://pbs.twimg.com/media/ExSZPcCWQAEI935.jpg,en,RT @nypost: Researchers create nose-only COVID-19 masks to wear while eating https://t.co/z1Sr7qXn9E https://t.co/G0hhSHXrsq,Thursday,3,2
1374905627974234122,2021-03-25 02:07:00+00:00,0,0,0,0,753,740,2,1269,True,https://pbs.twimg.com/media/ExSlYbMXIAkRBTA.jpg,en,Former Prime Minister Jean Chretien getting his Covid 19 vaccine. 🇨🇦 #vaccines https://t.co/5jNtsj3vRh,Thursday,3,2
1374905608814653440,2021-03-25 02:06:56+00:00,4451,0,0,0,459,1138,1,7457,True,https://pbs.twimg.com/media/ExIsiKEXEAUOCjT.jpg,en,"RT @9GAG: COVID mood

✍🏻 @irinablok https://t.co/QQ2Nj8un98",Thursday,3,2
1374905597607387140,2021-03-25 02:06:53+00:00,70,0,0,0,1833,2200,1,2724,True,https://pbs.twimg.com/media/ExShlHAXEAM_t0a.jpg,en,RT @Reuters: Canada adds blood clot warning to AstraZeneca's COVID-19 vaccine https://t.co/ybP5qSv8aA https://t.co/s6lbpPvgW6,Thursday,3,2
1374905591248850944,2021-03-25 02:06:52+00:00,415,0,0,0,258,5001,2,15139,True,https://pbs.twimg.com/media/ExBLug9WQAU1N_G.jpg,en,"RT @globeandmail: Stories of WFH burnout during COVID-19 are becoming more common.

https://t.co/MOMYrlr9jf https://t.co/jlArDHJ2ka",Thursday,3,2
1374905575167827970,2021-03-25 02:06:48+00:00,0,0,0,0,9699,8694,442,93377,True,https://pbs.twimg.com/media/ExSlUeyVIAErZgd.jpg,en,#BurningMan #BlackRockCity. The most unusual town on Earth. https://t.co/KOj5HQcDMk #Nevada #Genshin #THEBOYZ #COVID #COVID19 #Corona #coronavirus  #NationalNotFitToGovern #Australia #MadMax #UK #London  #cancelcieexams2021 #Canada #SouthAfrica #Utopia #California #NYC #Chicago https://t.co/oG8ZvggbqV,Thursday,3,2
1374905543425323011,2021-03-25 02:06:40+00:00,1,1,0,0,3,9,0,356,True,https://pbs.twimg.com/media/ExSlTeMVcAYzWLu.jpg,en,And here you are tryna kill students by forcing them to give offline exams during covid which has mutated into a more dangerous virus #cancelboardexam2021 #cancelboards2021 #StudentsBoycottOfflineExams https://t.co/uAAL1wX8Q1 https://t.co/fHlIOkErYC,Thursday,3,2
1374905531245203458,2021-03-25 02:06:37+00:00,4,0,0,0,1075,673,4,82285,True,https://pbs.twimg.com/media/ExRrMdWWYAcaoIE.jpg,en,"RT @gottaluvness69: 38 New Covid Cases

What time is Rowley announcing this lockdown ? https://t.co/afAA3hMYOX",Thursday,3,2
1374905493903175680,2021-03-25 02:06:28+00:00,65,0,0,0,351,172,0,15942,True,https://pbs.twimg.com/media/ExSZPcCWQAEI935.jpg,en,RT @nypost: Researchers create nose-only COVID-19 masks to wear while eating https://t.co/z1Sr7qXn9E https://t.co/G0hhSHXrsq,Thursday,3,2
1374905475771273224,2021-03-25 02:06:24+00:00,4,6,0,0,170112,696,1147,11408,True,https://pbs.twimg.com/media/ExSlBkyWUAEcjJU.jpg,en,"It’s a leading cause of death, especially among Black Americans, and there's a higher likelihood of death if a member of your household is also affected.

It's not Covid or heart disease.

It's gun violence.

@kavitapmd writes for @MSNBCDaily: https://t.co/cnxp5jIN1A

#11thHour https://t.co/Yha3uW4wkb",Thursday,3,2
1374905470691971074,2021-03-25 02:06:23+00:00,163,0,0,0,3890,2987,38,122276,True,https://pbs.twimg.com/media/ExQ2lTqWEAYFxIj.jpg,en,RT @Lane_Kiffin: Found a new ride for the 🐐 if he takes a covid pay cut! ⁦@AlabamaFTBL⁩ #PleaseGetTwitter https://t.co/DfNhSJxbn7,Thursday,3,2
1374905453084352514,2021-03-25 02:06:19+00:00,0,0,0,0,390,1171,1,13076,True,https://pbs.twimg.com/media/ExRmv_kXAAMj8ah.jpg,en,"RT @RioSlade: Czech Republic

There were 1,400 cases of reinfection by the end of February

https://t.co/koqEJ3H1cv https://t.co/88XnLaUN4g",Thursday,3,2
1374905425133469701,2021-03-25 02:06:12+00:00,1,0,0,0,27,118,0,1450,True,https://pbs.twimg.com/media/ExSj0D_XIA4se0a.jpg,en,RT @citizentvkenya: OPINION: My experience with COVID-19 vaccine in Dubai https://t.co/YVyyW7e1SG https://t.co/vwL9ChljFd,Thursday,3,2
1374905422239293442,2021-03-25 02:06:11+00:00,0,4,0,0,103677,1019,463,6294,True,https://pbs.twimg.com/media/ExSk-x7VgAEABO-.jpg,en,"I'm in LA for a little while longer! I am std/covid tested and looking to get one or two more shoots in while I'm here!

I'm self booking, have my own transportation, and a very stretchy butthole that likes to be filled!

Tag companies that you'd like to see me work with 😊 https://t.co/A4f93tIAtr",Thursday,3,2
1374905408041586688,2021-03-25 02:06:08+00:00,1,0,0,0,20033,15539,460,849883,True,https://pbs.twimg.com/media/ExSlLrpUcAAzDIQ.jpg,en,"HSE sets out plan to resume health services - https://t.co/kr9CDd5c3L: The Health Service Executive has said it will resume health services affected by the Covid-19 pandemic in three phases, between now and December. https://t.co/O0ifCy20ts #ireland #unitedkingdom #guestposts https://t.co/Dcix3mnOR2",Thursday,3,2
1374905373350584321,2021-03-25 02:06:00+00:00,6,0,0,0,616,664,0,141222,True,https://pbs.twimg.com/media/ExRr3NIXEAQ7S0F.jpg,en,RT @ScottUhlTX: Father-Son Covid Vaccine Day!   Pfizer shot # 1 💉   🎉🎈 https://t.co/6jQQw4hKhQ,Thursday,3,2
1374905338525323265,2021-03-25 02:05:51+00:00,0,0,0,0,56,209,1,5142,True,https://pbs.twimg.com/media/ExSlHdwXAAEURu7.jpg,en,"@DonLagreca so we both were curious what the Covid numbers will look like after the restrictions were lifted in Texas. 
It ended March 10th, today is exactly 2 weeks later. The 7 day average has dropped nearly 30%. 

Let's give it a few more weeks but so far so good. https://t.co/CSx8y0Rliv",Thursday,3,2
1374905309790007298,2021-03-25 02:05:45+00:00,0,0,0,0,454,2807,5,33344,True,https://pbs.twimg.com/media/ExSlF5PVEAAihHa.jpg,en,"Thank you American scientists, medical personnels, @riteaid and @pfizer crew for administering my mom her COVID vaccines. And thanks for the delicious donut @krispykreme ! https://t.co/B0pdQuRTfR",Thursday,3,2
1374905296192204802,2021-03-25 02:05:41+00:00,0,0,0,0,591,98,25,19277,True,https://pbs.twimg.com/media/ExSlEVKWgAkr2xI.jpg,en,got covid tested at the football stadium and got a smoothie today☁️🥭 https://t.co/da7wZleepe,Thursday,3,2
1374905293461667844,2021-03-25 02:05:41+00:00,131,0,0,0,2122,2682,56,28163,True,https://pbs.twimg.com/media/EwuigAWWUAUMYhI.jpg,en,RT @byTomCable: This is exactly how I want my energy to be post-Covid #RHONJ https://t.co/QhqNUE2nNK,Thursday,3,2
1374905291251269634,2021-03-25 02:05:40+00:00,65,0,0,0,3468,1575,73,41344,True,https://pbs.twimg.com/media/ExSZPcCWQAEI935.jpg,en,RT @nypost: Researchers create nose-only COVID-19 masks to wear while eating https://t.co/z1Sr7qXn9E https://t.co/G0hhSHXrsq,Thursday,3,2
1374905257877139459,2021-03-25 02:05:32+00:00,54,0,0,0,40787,40422,468,104944,True,https://pbs.twimg.com/media/ExR79sEUYAQfNae.jpg,en,"RT @paul_lander: #VaccineFreebiesForMAGAs

Texas flag Covid mask and Speedo combo. https://t.co/io3H2LNHhy",Thursday,3,2
1374905248159006721,2021-03-25 02:05:30+00:00,0,0,0,0,13,197,0,3356,True,https://pbs.twimg.com/media/ExSlCZnW8AMMFjC.jpg,en,"https://t.co/bXLNaHWsK2 Second Nation To Top 3,00,000 COVID-19 Deaths https://t.co/pvZhoI6CTu",Thursday,3,2
1374905242282721281,2021-03-25 02:05:28+00:00,0,0,0,0,128,79,0,1469,True,https://pbs.twimg.com/media/ExSlAMiUYAIcjdm.jpg,en,"@mayorgcamacho @bradleybermont @Drmonicasanchez Great news!!! We have 0 new reported cases of Covid here in Pico in the last 24hr period. 
Please let’s continue to get vaccinated and wear masks. We can do this Pico Peeps. https://t.co/Ioqhblborj",Thursday,3,2
1374905235307692032,2021-03-25 02:05:27+00:00,54,0,0,0,74,254,0,927,True,https://pbs.twimg.com/media/ExR79sEUYAQfNae.jpg,en,"RT @paul_lander: #VaccineFreebiesForMAGAs

Texas flag Covid mask and Speedo combo. https://t.co/io3H2LNHhy",Thursday,3,2
1374905216970203141,2021-03-25 02:05:22+00:00,0,0,0,0,179175,10111,2190,164863,True,https://pbs.twimg.com/media/ExSlAk4XEAAFLyO.jpg,en,State girls hockey: Centennial won’t play in Class 2A quarterfinal after positive COVID-19 test https://t.co/FZcgWmiPV1 https://t.co/aXVKJebwCc,Thursday,3,2
1374905178164502528,2021-03-25 02:05:13+00:00,0,0,0,0,479,368,0,23372,True,https://pbs.twimg.com/media/ExSk971W8AA8kGC.jpg,en,@MissJamieKaye You are such an amazing artist and painter! You have a super cute cat and a green thumb!! I hope we can hang out again after COVID because you have amazing energy.  PS here’s a smiling deer! https://t.co/haDRrUTMQ4,Thursday,3,2
1374905164394598406,2021-03-25 02:05:10+00:00,43,0,0,0,248,634,16,24985,True,https://pbs.twimg.com/media/ExSEsG3U4AANhG1.jpg,en,RT @aasiain: Excess mortality during the Coronavirus pandemic (COVID-19) https://t.co/HTbdmUbnx8,Thursday,3,2
1374905146619101187,2021-03-25 02:05:06+00:00,71,0,0,0,195,466,6,18055,True,https://pbs.twimg.com/media/ExShlHAXEAM_t0a.jpg,en,RT @Reuters: Canada adds blood clot warning to AstraZeneca's COVID-19 vaccine https://t.co/ybP5qSv8aA https://t.co/s6lbpPvgW6,Thursday,3,2
1374905141040582657,2021-03-25 02:05:04+00:00,0,0,0,0,57,119,1,144311,True,https://pbs.twimg.com/media/ExSk8GuVoAYLkIq.jpg,en,"Deep learning tool predicts hosts based on early SARS-CoV-2 samples - #All_Health_Fitness_Tips - The coronavirus disease (COVID-19) pandemic has sparked a worldwide crisis since its emergence in late December 2019 in Wuhan, China..... - https://t.co/3OdQvxpQoS https://t.co/oT4HP83UdX",Thursday,3,2
1374905136019988483,2021-03-25 02:05:03+00:00,0,0,0,0,30670,26633,48,1061402,True,https://pbs.twimg.com/media/ExSk720VgAAgQ7n.jpg,en,AstraZeneca COVID-19 Vaccine 76% Effective In Updated US Trial Results https://t.co/FwOXvePKJd https://t.co/JiVorjERm9,Thursday,3,2
1374905135273439233,2021-03-25 02:05:03+00:00,0,0,0,0,6467,314,41,8567,True,https://pbs.twimg.com/media/ExSkm9EU4AIGtPs.jpg,en,"The  Mandaluyong City government @MandaluyongPIO launched its first molecular diagnostic laboratory located at the National Center for Mental Health to help in the detection of coronavirus disease (Covid-19) and other illnesses.

#ObligasyonAtKarapatan https://t.co/ZGMvlCEQGr",Thursday,3,2
1374905135244132364,2021-03-25 02:05:03+00:00,0,0,0,0,7247,405,160,8909,True,https://pbs.twimg.com/media/ExSk7xcWgAU3vnh.jpg,en,"The popular annual Casa Maria Benefit is back! This year finds a slew of great local artists taking on Neil Young and Jerry Garcia. Whoa! Always one of our favorite events, and for a great cause to boot.

As always, Covid protocols in place for safety.

https://t.co/IUC9CElZVi https://t.co/walnL1mbKH",Thursday,3,2
1374905134631825411,2021-03-25 02:05:03+00:00,21,0,0,0,26,722,2,5310,True,https://pbs.twimg.com/media/ExR98jdXEAEhm32.jpg,en,RT @ExplainingBlock: Cobblestone with covid... (Day 61 of explaining blocks) https://t.co/pBMSrt6jaA,Thursday,3,2
1374905134464040961,2021-03-25 02:05:03+00:00,0,0,0,0,296,181,4,2170,True,https://pbs.twimg.com/media/ExSk7v6WgAEJsgG.jpg,en,"Littering, or improper disposal of waste, can cause many problems. Especially in this time of the COVID-19 pandemic, proper disposal of trash, including PPE like masks and gloves, and cleaning supplies is critical. Litter can create environmental and public health hazards. https://t.co/ULmveJ3jeo",Thursday,3,2
1374905134212337666,2021-03-25 02:05:03+00:00,0,0,0,0,7247,405,160,8909,True,https://pbs.twimg.com/media/ExSk7vuXMAAuPI1.jpg,en,"Local glittering synth steered indie pop band @ChateauChateau_ takes the Club Congress Plaza stage Wednesday, April 14th! Limited capacity &amp; covid protocols in place - snag your tickets early! https://t.co/NBOReCR95n https://t.co/P0drax7Bhy",Thursday,3,2
1374905133897637889,2021-03-25 02:05:03+00:00,4,0,0,0,1419,39,7,904991,True,https://pbs.twimg.com/media/ExSi3s3W8AI3mpD.jpg,en,RT @ndtvfeed: AstraZeneca COVID-19 Vaccine 76% Effective In Updated US Trial Results https://t.co/vX3dOlKznf https://t.co/b84ONrCbHG,Thursday,3,2
1374905133633519620,2021-03-25 02:05:03+00:00,0,0,0,0,174,173,21,17636,True,https://pbs.twimg.com/media/ExSk7vXWUAYz37B.jpg,en,Beautiful skin begins in the #shower. Salux Beauty Cloth. See at the https://t.co/IF7Patl8m0 #skincare #covid_19 #washyourhands https://t.co/4oLmZ8Cmzc,Thursday,3,2
1374905129007124480,2021-03-25 02:05:01+00:00,0,0,0,0,98,248,2,193,True,https://pbs.twimg.com/media/ExSk7KtU4AEvht_.jpg,en,Our COVID clubs and choirs #bronte ⁦@StCatherinesSyd⁩ can’t wait to see it! https://t.co/sXTh0byHRj,Thursday,3,2
1374905125903462400,2021-03-25 02:05:01+00:00,0,0,0,0,3177,301,143,11819,True,https://pbs.twimg.com/media/ExSk7HlWQAAFoXq.jpg,en,"With COVID wiping out any chance for a true postseason, the Wolves had to settle for a one-match crossover against a tough 3A school this past weekend delivering in all facets of the game for a four-set win over visiting Central Kitsap.
https://t.co/p9pnTebCd7 https://t.co/XpojOnTvF8",Thursday,3,2
1374905109776379906,2021-03-25 02:04:57+00:00,8,0,0,0,19,137,0,739,True,https://pbs.twimg.com/media/ExSaHVpW8AcnL41.jpg,en,"RT @njdotcom: All N.J. residents should be eligible for COVID vaccine now, Newark mayor says https://t.co/1RuCPotssU https://t.co/OX05haxupp",Thursday,3,2
1374905105594646529,2021-03-25 02:04:56+00:00,0,0,0,0,713,133,4,1547,True,https://pbs.twimg.com/media/ExSk50iXIAAklsu.jpg,en,"Gentlemen, please remember your COVID-19 Travel Form tomorrow. Drop it off with a coach during the day or bring it to a practice. https://t.co/x6QwMKtQWp",Thursday,3,2
1374905094462976003,2021-03-25 02:04:53+00:00,5,0,0,0,1572,1433,24,56346,True,https://pbs.twimg.com/media/ExSjzLFWQAEjOpE.jpg,en,RT @PopSci: White-tailed deer test positive for COVID-19 in lab studies https://t.co/GdT6BLSiUm https://t.co/oaAliknud7,Thursday,3,2
1374905092864937988,2021-03-25 02:04:53+00:00,0,0,0,0,6,1,0,2536,True,https://pbs.twimg.com/media/ExSk5YHWgAQoxj6.jpg,en,Woman who had her period for one year and three weeks and also suffered Covid-19 shared photos of her 'tired ' body https://t.co/DV9hlRXLRn,Thursday,3,2
1374905092529348618,2021-03-25 02:04:53+00:00,8,0,0,0,124,1059,6,34119,True,https://pbs.twimg.com/media/ExSfip8UcAgtz17.jpg,en,"RT @ordinarycorvid: tw covid, death
okay to rt

thoughts on grieving https://t.co/MThe52rD5f",Thursday,3,2
1374905091459719170,2021-03-25 02:04:52+00:00,0,0,1,0,299,1005,0,5540,True,https://pbs.twimg.com/media/ExSkz_dVEAAB5O3.jpg,en,"@Pontifex @VaticanNews 
I implore Pope Francis to look into this Filipino priest in Manila @rcamaoc @bppabillo who's encouraging good catholics to DEFY govt health protocols amid RISING COVID CASES thus ENDANGERING countless lives and causing unnecessary stress to our healthcare https://t.co/QzVcPgO409",Thursday,3,2
1374905086137278464,2021-03-25 02:04:51+00:00,0,0,0,0,39,61,1,12712,True,https://pbs.twimg.com/media/ExSk47VW8AEQJKq.jpg,en,"🔴If you have to wear a Mask,
GET THE BEST‼️
➡️ https://t.co/cParCkSfhd

Make Money From Home❓
Join Affiliate-Program Worldwide FREE
➡️ https://t.co/Ly9IxUW7J9

Smartcover KN95 Livinguard winguard Trickkiste health Covid-19 Corona Virus in https://t.co/MUW5SrdaLh",Thursday,3,2
1374905083121516545,2021-03-25 02:04:50+00:00,5,0,0,0,219,406,12,36655,True,https://pbs.twimg.com/media/ExSjzLFWQAEjOpE.jpg,en,RT @PopSci: White-tailed deer test positive for COVID-19 in lab studies https://t.co/GdT6BLSiUm https://t.co/oaAliknud7,Thursday,3,2
1374905077710872576,2021-03-25 02:04:49+00:00,0,0,0,0,245,258,1,7094,True,https://pbs.twimg.com/media/ExSk4c0XEAMXRrN.jpg,en,Where was this guy when all the covid variants were travelling around the globe? https://t.co/oJFkWy6gNR,Thursday,3,2
1374905077568262149,2021-03-25 02:04:49+00:00,9,0,0,0,71,92,0,27969,True,https://pbs.twimg.com/media/ExQUlmoXEAQXcSS.jpg,en,RT @cspan: WATCH: White House COVID-19 Response Team Briefing https://t.co/jGkIk0NQrb https://t.co/f4MMLelo0v,Thursday,3,2
1374905019577864195,2021-03-25 02:04:35+00:00,1,0,0,0,1634,559,114,28418,True,https://pbs.twimg.com/media/ExSVXMHW8AEs5sO.jpg,en,RT @insidehighered: What surprised you most during COVID-19? (opinion) https://t.co/VGu5GQRdsL https://t.co/E2RMBVN7Sz,Thursday,3,2
1374905017384116229,2021-03-25 02:04:35+00:00,0,0,0,0,15697,1738,256,6234,True,https://pbs.twimg.com/media/ExSkhwhU4AEA0Nc.jpg,en,"1 in 6 adults in the US are now vaccinated against COVID-19 according to the CDC. Our board-certified physicians are available 24/7 for any questions you may have about COVID-19, the vaccine or your health. To learn more, visit: https://t.co/VSzRqtYO9s https://t.co/PXiLcEgKV1",Thursday,3,2
1374905011025551361,2021-03-25 02:04:33+00:00,0,0,0,0,191,147,3,575,True,https://pbs.twimg.com/media/ExSkz4rUcAIW3dp.jpg,en,. ⁦@StCatherinesSyd⁩ #2021 Clubs &amp; Choirs. So pleased the ⁦@NSWHealth⁩ #COVID restrictions have eased for #schools and our wonderful tradition can resume this year. #loveschool #housespirit https://t.co/pHiLHxDbJ4,Thursday,3,2
1374905008546779141,2021-03-25 02:04:33+00:00,0,1,0,0,273,517,2,28538,True,https://pbs.twimg.com/media/ExSk0WmWUAI_ZCf.jpg,en,at least i was /partially/ there for ONE of their concerts before covid :( https://t.co/wwOsF4Vhu8,Thursday,3,2
1374904977181802499,2021-03-25 02:04:25+00:00,0,0,0,0,50,209,0,1589,True,https://pbs.twimg.com/media/ExSkyiMWYAU4Z68.jpg,en,"2nd Moderna shot tomorrow
Fuck COVID https://t.co/TSO5obEYKh",Thursday,3,2
1374904963416084484,2021-03-25 02:04:22+00:00,65,0,0,0,3735,696,1,11029,True,https://pbs.twimg.com/media/ExSZPcCWQAEI935.jpg,en,RT @nypost: Researchers create nose-only COVID-19 masks to wear while eating https://t.co/z1Sr7qXn9E https://t.co/G0hhSHXrsq,Thursday,3,2
1374904948895461379,2021-03-25 02:04:18+00:00,0,0,0,0,7863,5890,243,38857,True,https://pbs.twimg.com/media/ExSkwg4XAAQKVT7.jpg,en,"Something fun from the Oh She Blogs #Etsy store: Ew Covid Face Mask | Fabric Face Mask | Reusable Adult Face Mask | Schitts Creek Inspired #FaceMask 
➤ https://t.co/BKaHNV31Jz https://t.co/B3PjmU3uhD",Thursday,3,2
1374904907514396675,2021-03-25 02:04:09+00:00,71,0,0,0,133,745,0,3485,True,https://pbs.twimg.com/media/ExShlHAXEAM_t0a.jpg,en,RT @Reuters: Canada adds blood clot warning to AstraZeneca's COVID-19 vaccine https://t.co/ybP5qSv8aA https://t.co/s6lbpPvgW6,Thursday,3,2
1374904882570928129,2021-03-25 02:04:03+00:00,0,0,0,0,1848,225,51,3163,True,https://pbs.twimg.com/media/ExSi1A4WgAISsq_.jpg,en,"The College has pledged to address some COVID-19 safety concerns outlined in a partnered campaign from student mailroom staff and UGSDW. 

“Feeling unsafe every single day just kind of catches up with you after a while,” said Alyssa Radakovich `22.

https://t.co/VvThxn9zX0 https://t.co/n1XxH41THK",Thursday,3,2
1374904875864240134,2021-03-25 02:04:01+00:00,13,0,0,0,724,3126,2,14722,True,https://pbs.twimg.com/media/ExRclIUXMAICYa4.jpg,en,"RT @HPrahy: Best in Covid. 

https://t.co/Kwa3LPHbZz Vain. https://t.co/hSWWpGgHrH",Thursday,3,2
1374904854531862529,2021-03-25 02:03:56+00:00,1,2,0,0,5,29,0,21,True,https://pbs.twimg.com/media/ExSkoobU4AAp4uT.jpg,en,"On top of our NATIONAL ASSETS like,

🧑‍⚖️LIC

🧑‍⚖️Banks

🧑‍⚖️Railways

🧑‍⚖️ Airports 

🧑‍⚖️Air India 

🧑‍⚖️ BSNL 

🧑‍⚖️ Ports 

🧑‍⚖️India Gate 

🧑‍⚖️Space etc

“COVID REDUCTION SALE” by MODI
🔨😡 
#कल_भारत_बंद_रहेगा
#BharatBandh #BharatBandh https://t.co/fdzoei1weR",Thursday,3,2
1374904829743493120,2021-03-25 02:03:50+00:00,0,0,0,0,122,204,0,4419,True,https://pbs.twimg.com/media/ExSkohwU4AAeo8Q.jpg,en,"@Franklin_Graham @Mike_Pence His COVID response was the WORST in the world, but at least the fly liked him... https://t.co/MgbL1UylnW",Thursday,3,2
1374904826706894850,2021-03-25 02:03:49+00:00,0,0,0,0,229,487,1,9004,True,https://pbs.twimg.com/media/ExSkposU8AEGRuh.jpg,en,"@AndreaSCousins @AndreaSCousins , I am still hurt that Governor Andrew Cuomo that he signed executive order to send COVID-19 back into group home from hospital. Please talk to @CarlHeastie to start the impeachment process. It would be a long time to forgive Governor Andrew Cuomo. https://t.co/URwxmtB5PA",Thursday,3,2
1374904810613440515,2021-03-25 02:03:46+00:00,0,0,0,0,2028,4222,40,32715,True,https://pbs.twimg.com/media/ExSko8hXMAYirBO.jpg,en,"https://t.co/JsLqCrlHJO The COVID-19 pandemic severely impacted the mental health of young people, with increased levels of clinical depression being identified. A decrease in alcohol consumption was also identified amongst young people during the pandemic. #sciencenews https://t.co/apLehHUzhT",Thursday,3,2
1374904796021415942,2021-03-25 02:03:42+00:00,0,0,0,0,56,181,0,1339,True,https://pbs.twimg.com/media/ExSkoASWUAIz3wQ.jpg,en,"Join @NCAIDSAction and the CARE community advisory board (CAB) on TOMORROW at 10am EST. 

We will learn more about HIV cure research &amp; the COVID vaccine and will discuss recommendations for getting the vaccine for those living with HIV.

Register here: https://t.co/Pwf7kzTlk3 https://t.co/KDCX1P3iF8",Thursday,3,2
1374904780787576832,2021-03-25 02:03:38+00:00,0,0,0,0,112,0,0,70297,True,https://pbs.twimg.com/media/ExSkm2-UcAYC_S_.jpg,en,California makes it easier for anyone to get COVID 19 vaccine by volunteering at vaccination  https://t.co/TaJOGMw4pI https://t.co/TwqOzSKLNv,Thursday,3,2
1374904778015186946,2021-03-25 02:03:38+00:00,1,1,0,0,2312,743,7,37367,True,https://pbs.twimg.com/media/ExSkiuoVgAIGLWl.jpg,en,"Seven in 10 patients hospitalised in the #UK with Covid-19 have still not fully recovered after five months, and they appear to cluster into four distinct categories based on their symptoms, #research suggests. #LongCovid https://t.co/8e8CqvfFHx",Thursday,3,2
